actor,final_complexity,max_complexity,slope,y_intercept
Protestors,17.0,17.714285714285715,0.00011654485151893231,16.206793884491198
Police,18.0,18.428571428571427,0.0002110598038709606,16.74765924613496
Public,15.0,16.428571428571427,-7.840077227889194e-05,15.688941131083382
CounterProtestors,19.285714285714285,19.714285714285715,0.0007167811383855263,15.935845906324136
