actor,final_fitness,max_fitness,slope,y_intercept
Protestors,0.2848979591836735,0.6465306122448979,-2.4474378205994937e-05,0.39518350094800114
Police,0.4364285714285714,0.6657142857142857,5.188885562112457e-05,0.2495467594526073
Public,0.2542857142857143,0.4834285714285715,-1.0000484524811216e-05,0.2906834369467118
CounterProtestors,0.4228571428571429,0.5809523809523809,6.51103798870078e-05,0.1290782987415296
